bail	2,0,0.0002588214994392201,7.420599584446424e-05
banging	0,1,8.62738331464067e-05,0.00014841199168892847
banker	2,0,0.0002588214994392201,7.420599584446424e-05
bannerco	0,3,8.62738331464067e-05,0.00029682398337785694
bar	0,1,8.62738331464067e-05,0.00014841199168892847
barely	0,1,8.62738331464067e-05,0.00014841199168892847
base	0,1,8.62738331464067e-05,0.00014841199168892847
basically	0,1,8.62738331464067e-05,0.00014841199168892847
bd	0,5,8.62738331464067e-05,0.0004452359750667854
bdf	0,1,8.62738331464067e-05,0.00014841199168892847
beard	0,1,8.62738331464067e-05,0.00014841199168892847
beck	3,0,0.0003450953325856268,7.420599584446424e-05
bedfellow	0,1,8.62738331464067e-05,0.00014841199168892847
beds	0,3,8.62738331464067e-05,0.00029682398337785694
before	7,11,0.0006901906651712536,0.0008904719501335708
beginning	1,3,0.0001725476662928134,0.00029682398337785694
believable	0,2,8.62738331464067e-05,0.0002226179875333927
believe	5,6,0.0005176429988784402,0.0005194419709112497
below	6,7,0.0006039168320248468,0.0005936479667557139
bendickson	0,2,8.62738331464067e-05,0.0002226179875333927
benedicta	0,2,8.62738331464067e-05,0.0002226179875333927
benson	0,1,8.62738331464067e-05,0.00014841199168892847
beware	0,1,8.62738331464067e-05,0.00014841199168892847
bid	1,0,0.0001725476662928134,7.420599584446424e-05
big	3,6,0.0003450953325856268,0.0005194419709112497
biggest	0,1,8.62738331464067e-05,0.00014841199168892847
bills	2,0,0.0002588214994392201,7.420599584446424e-05
biwven	0,1,8.62738331464067e-05,0.00014841199168892847
bless	0,2,8.62738331464067e-05,0.0002226179875333927
blessed	0,2,8.62738331464067e-05,0.0002226179875333927
blood	0,1,8.62738331464067e-05,0.00014841199168892847
bmf	0,1,8.62738331464067e-05,0.00014841199168892847
bodies	0,1,8.62738331464067e-05,0.00014841199168892847
bold	0,2,8.62738331464067e-05,0.0002226179875333927
bombs	0,1,8.62738331464067e-05,0.00014841199168892847
bonds	2,0,0.0002588214994392201,7.420599584446424e-05
bone	0,1,8.62738331464067e-05,0.00014841199168892847
boosts	0,1,8.62738331464067e-05,0.00014841199168892847
booth	1,0,0.0001725476662928134,7.420599584446424e-05
booze	0,1,8.62738331464067e-05,0.00014841199168892847
borland	0,1,8.62738331464067e-05,0.00014841199168892847
both	5,7,0.0005176429988784402,0.0005936479667557139
boy	0,2,8.62738331464067e-05,0.0002226179875333927
bp	3,0,0.0003450953325856268,7.420599584446424e-05
brainstorm	1,0,0.0001725476662928134,7.420599584446424e-05
brand	0,1,8.62738331464067e-05,0.00014841199168892847
branded	0,1,8.62738331464067e-05,0.00014841199168892847
branding	0,1,8.62738331464067e-05,0.00014841199168892847
breath	0,4,8.62738331464067e-05,0.00037102997922232116
bredd	1,0,0.0001725476662928134,7.420599584446424e-05
brings	2,2,0.0002588214994392201,0.0002226179875333927
broker	0,1,8.62738331464067e-05,0.00014841199168892847
brown	1,2,0.0001725476662928134,0.0002226179875333927
bryan	1,0,0.0001725476662928134,7.420599584446424e-05
buchsbaum	1,0,0.0001725476662928134,7.420599584446424e-05
build	0,5,8.62738331464067e-05,0.0004452359750667854
building	3,2,0.0003450953325856268,0.0002226179875333927
bullet	0,5,8.62738331464067e-05,0.0004452359750667854
bulleted	0,2,8.62738331464067e-05,0.0002226179875333927
burton	6,0,0.0006039168320248468,7.420599584446424e-05
bus	2,1,0.0002588214994392201,0.00014841199168892847
business	20,20,0.0018117504960745406,0.001558325912733749
businesses	0,4,8.62738331464067e-05,0.00037102997922232116
businessopps	0,1,8.62738331464067e-05,0.00014841199168892847
bussell	1,0,0.0001725476662928134,7.420599584446424e-05
butler	1,0,0.0001725476662928134,7.420599584446424e-05
buy	1,3,0.0001725476662928134,0.00029682398337785694
buybacks	1,0,0.0001725476662928134,7.420599584446424e-05
buying	1,0,0.0001725476662928134,7.420599584446424e-05
by	52,57,0.004572513156759554,0.0043039477589789255
c	5,10,0.0005176429988784402,0.0008162659542891065
caboose	0,1,8.62738331464067e-05,0.00014841199168892847
calamity	0,2,8.62738331464067e-05,0.0002226179875333927
calpine	3,0,0.0003450953325856268,7.420599584446424e-05
camp	7,0,0.0006901906651712536,7.420599584446424e-05
can	30,49,0.0026744888275386076,0.0037102997922232117
canada	4,0,0.0004313691657320335,7.420599584446424e-05
cano	0,1,8.62738331464067e-05,0.00014841199168892847
capacity	2,0,0.0002588214994392201,7.420599584446424e-05
capitalize	0,1,8.62738331464067e-05,0.00014841199168892847
cards	1,4,0.0001725476662928134,0.00037102997922232116
care	2,5,0.0002588214994392201,0.0004452359750667854
careful	0,1,8.62738331464067e-05,0.00014841199168892847
cat	0,2,8.62738331464067e-05,0.0002226179875333927
catalyze	2,0,0.0002588214994392201,7.420599584446424e-05
catchy	0,1,8.62738331464067e-05,0.00014841199168892847
caught	0,1,8.62738331464067e-05,0.00014841199168892847
cc	37,0,0.0032784056595634545,7.420599584446424e-05
cellulite	0,1,8.62738331464067e-05,0.00014841199168892847
cemented	0,1,8.62738331464067e-05,0.00014841199168892847
cent	1,0,0.0001725476662928134,7.420599584446424e-05
ceos	0,1,8.62738331464067e-05,0.00014841199168892847
cernosek	1,0,0.0001725476662928134,7.420599584446424e-05
cha	0,1,8.62738331464067e-05,0.00014841199168892847
chambers	1,0,0.0001725476662928134,7.420599584446424e-05
changed	0,1,8.62738331464067e-05,0.00014841199168892847
changes	4,0,0.0004313691657320335,7.420599584446424e-05
changing	0,1,8.62738331464067e-05,0.00014841199168892847
channel	0,1,8.62738331464067e-05,0.00014841199168892847
char	0,1,8.62738331464067e-05,0.00014841199168892847
charge	3,5,0.0003450953325856268,0.0004452359750667854
chartroom	0,1,8.62738331464067e-05,0.00014841199168892847
charts	2,0,0.0002588214994392201,7.420599584446424e-05
chatham	1,0,0.0001725476662928134,7.420599584446424e-05
cheap	0,1,8.62738331464067e-05,0.00014841199168892847
check	1,1,0.0001725476662928134,0.00014841199168892847
checking	1,3,0.0001725476662928134,0.00029682398337785694
chewing	0,2,8.62738331464067e-05,0.0002226179875333927
child	0,3,8.62738331464067e-05,0.00029682398337785694
chinese	0,1,8.62738331464067e-05,0.00014841199168892847
chip	0,1,8.62738331464067e-05,0.00014841199168892847
chisholm	0,1,8.62738331464067e-05,0.00014841199168892847
cholesterol	0,1,8.62738331464067e-05,0.00014841199168892847
chris	1,0,0.0001725476662928134,7.420599584446424e-05
christine	1,0,0.0001725476662928134,7.420599584446424e-05
chunk	1,0,0.0001725476662928134,7.420599584446424e-05
cigars	0,1,8.62738331464067e-05,0.00014841199168892847
cinergy	1,0,0.0001725476662928134,7.420599584446424e-05
citizens	0,2,8.62738331464067e-05,0.0002226179875333927
city	0,5,8.62738331464067e-05,0.0004452359750667854
civilizirano	0,1,8.62738331464067e-05,0.00014841199168892847
ckgby	0,1,8.62738331464067e-05,0.00014841199168892847
ckily	0,1,8.62738331464067e-05,0.00014841199168892847
claims	0,2,8.62738331464067e-05,0.0002226179875333927
clare	1,0,0.0001725476662928134,7.420599584446424e-05
clarification	1,0,0.0001725476662928134,7.420599584446424e-05
clark	1,0,0.0001725476662928134,7.420599584446424e-05
class	0,2,8.62738331464067e-05,0.0002226179875333927
classes	1,0,0.0001725476662928134,7.420599584446424e-05
classic	0,1,8.62738331464067e-05,0.00014841199168892847
clear	2,7,0.0002588214994392201,0.0005936479667557139
clearing	0,1,8.62738331464067e-05,0.00014841199168892847
clem	1,0,0.0001725476662928134,7.420599584446424e-05
clemons	0,1,8.62738331464067e-05,0.00014841199168892847
client	1,0,0.0001725476662928134,7.420599584446424e-05
clinging	0,1,8.62738331464067e-05,0.00014841199168892847
close	3,1,0.0003450953325856268,0.00014841199168892847
closure	0,1,8.62738331464067e-05,0.00014841199168892847
clu	0,1,8.62738331464067e-05,0.00014841199168892847
cmenergy	1,0,0.0001725476662928134,7.420599584446424e-05
co	3,2,0.0003450953325856268,0.0002226179875333927
coaching	1,0,0.0001725476662928134,7.420599584446424e-05
coastenergy	1,0,0.0001725476662928134,7.420599584446424e-05
cohen	0,1,8.62738331464067e-05,0.00014841199168892847
coleman	1,0,0.0001725476662928134,7.420599584446424e-05
colloquy	0,1,8.62738331464067e-05,0.00014841199168892847
color	18,1,0.0016392028297817272,0.00014841199168892847
colored	2,0,0.0002588214994392201,7.420599584446424e-05
colour	0,1,8.62738331464067e-05,0.00014841199168892847
combo	0,1,8.62738331464067e-05,0.00014841199168892847
comclick	0,1,8.62738331464067e-05,0.00014841199168892847
come	5,7,0.0005176429988784402,0.0005936479667557139
commenced	1,0,0.0001725476662928134,7.420599584446424e-05
commentaries	0,1,8.62738331464067e-05,0.00014841199168892847
comments	0,5,8.62738331464067e-05,0.0004452359750667854
commission	1,1,0.0001725476662928134,0.00014841199168892847
commodity	6,1,0.0006039168320248468,0.00014841199168892847
communicate	2,0,0.0002588214994392201,7.420599584446424e-05
communication	5,3,0.0005176429988784402,0.00029682398337785694
communities	3,0,0.0003450953325856268,7.420599584446424e-05
company	7,8,0.0006901906651712536,0.0006678539626001781
compared	0,1,8.62738331464067e-05,0.00014841199168892847
compensation	2,0,0.0002588214994392201,7.420599584446424e-05
competing	1,0,0.0001725476662928134,7.420599584446424e-05
completed	1,1,0.0001725476662928134,0.00014841199168892847
completely	0,2,8.62738331464067e-05,0.0002226179875333927
completing	1,0,0.0001725476662928134,7.420599584446424e-05
computer	0,6,8.62738331464067e-05,0.0005194419709112497
concern	1,0,0.0001725476662928134,7.420599584446424e-05
concerning	3,4,0.0003450953325856268,0.00037102997922232116
concluding	0,2,8.62738331464067e-05,0.0002226179875333927
confirmations	4,0,0.0004313691657320335,7.420599584446424e-05
confuses	0,1,8.62738331464067e-05,0.00014841199168892847
confusing	0,1,8.62738331464067e-05,0.00014841199168892847
congratulations	3,0,0.0003450953325856268,7.420599584446424e-05
connie	1,0,0.0001725476662928134,7.420599584446424e-05
conscience	0,1,8.62738331464067e-05,0.00014841199168892847
consider	3,1,0.0003450953325856268,0.00014841199168892847
considered	0,1,8.62738331464067e-05,0.00014841199168892847
consistent	1,0,0.0001725476662928134,7.420599584446424e-05
consisting	0,1,8.62738331464067e-05,0.00014841199168892847
consolidation	2,1,0.0002588214994392201,0.00014841199168892847
construction	1,0,0.0001725476662928134,7.420599584446424e-05
consumer	3,0,0.0003450953325856268,7.420599584446424e-05
continued	1,2,0.0001725476662928134,0.0002226179875333927
continues	2,1,0.0002588214994392201,0.00014841199168892847
continuing	1,0,0.0001725476662928134,7.420599584446424e-05
conversations	1,0,0.0001725476662928134,7.420599584446424e-05
convincible	0,1,8.62738331464067e-05,0.00014841199168892847
cool	3,0,0.0003450953325856268,7.420599584446424e-05
coordinating	1,0,0.0001725476662928134,7.420599584446424e-05
copartnery	0,1,8.62738331464067e-05,0.00014841199168892847
coreldraw	0,2,8.62738331464067e-05,0.0002226179875333927
corey	0,1,8.62738331464067e-05,0.00014841199168892847
cornet	0,1,8.62738331464067e-05,0.00014841199168892847
corporate	7,1,0.0006901906651712536,0.00014841199168892847
corporation	2,2,0.0002588214994392201,0.0002226179875333927
correction	1,1,0.0001725476662928134,0.00014841199168892847
cost	4,3,0.0004313691657320335,0.00029682398337785694
costed	0,1,8.62738331464067e-05,0.00014841199168892847
cotroneo	1,0,0.0001725476662928134,7.420599584446424e-05
cough	0,1,8.62738331464067e-05,0.00014841199168892847
couple	0,2,8.62738331464067e-05,0.0002226179875333927
course	0,8,8.62738331464067e-05,0.0006678539626001781
courtesy	0,1,8.62738331464067e-05,0.00014841199168892847
cover	1,0,0.0001725476662928134,7.420599584446424e-05
cowry	0,1,8.62738331464067e-05,0.00014841199168892847
craft	0,1,8.62738331464067e-05,0.00014841199168892847
crawled	0,1,8.62738331464067e-05,0.00014841199168892847
creativity	1,0,0.0001725476662928134,7.420599584446424e-05
credi	0,1,8.62738331464067e-05,0.00014841199168892847
creditors	2,1,0.0002588214994392201,0.00014841199168892847
credits	1,0,0.0001725476662928134,7.420599584446424e-05
critical	9,0,0.000862738331464067,7.420599584446424e-05
critique	0,1,8.62738331464067e-05,0.00014841199168892847
crowd	0,2,8.62738331464067e-05,0.0002226179875333927
cst	1,0,0.0001725476662928134,7.420599584446424e-05
cultural	1,0,0.0001725476662928134,7.420599584446424e-05
cures	0,1,8.62738331464067e-05,0.00014841199168892847
curio	0,1,8.62738331464067e-05,0.00014841199168892847
current	4,4,0.0004313691657320335,0.00037102997922232116
customer	1,15,0.0001725476662928134,0.0011872959335114278
daily	2,1,0.0002588214994392201,0.00014841199168892847
damorgarjr	0,1,8.62738331464067e-05,0.00014841199168892847
daniel	2,0,0.0002588214994392201,7.420599584446424e-05
daren	7,0,0.0006901906651712536,7.420599584446424e-05
darren	2,0,0.0002588214994392201,7.420599584446424e-05
date	2,0,0.0002588214994392201,7.420599584446424e-05
dawn	0,1,8.62738331464067e-05,0.00014841199168892847
day	9,8,0.000862738331464067,0.0006678539626001781
dcoit	0,1,8.62738331464067e-05,0.00014841199168892847
de	0,2,8.62738331464067e-05,0.0002226179875333927
deadline	2,4,0.0002588214994392201,0.00037102997922232116
dean	0,1,8.62738331464067e-05,0.00014841199168892847
dec	6,0,0.0006039168320248468,7.420599584446424e-05
decision	1,0,0.0001725476662928134,7.420599584446424e-05
deficient	0,1,8.62738331464067e-05,0.00014841199168892847
delainey	5,0,0.0005176429988784402,7.420599584446424e-05
delays	1,0,0.0001725476662928134,7.420599584446424e-05
delegating	1,0,0.0001725476662928134,7.420599584446424e-05
delete	7,1,0.0006901906651712536,0.00014841199168892847
deliver	1,0,0.0001725476662928134,7.420599584446424e-05
delivered	3,2,0.0003450953325856268,0.0002226179875333927
deliveries	1,0,0.0001725476662928134,7.420599584446424e-05
delivering	1,0,0.0001725476662928134,7.420599584446424e-05
delphi	0,1,8.62738331464067e-05,0.00014841199168892847
delux	0,1,8.62738331464067e-05,0.00014841199168892847
density	0,1,8.62738331464067e-05,0.00014841199168892847
depending	1,1,0.0001725476662928134,0.00014841199168892847
dept	1,0,0.0001725476662928134,7.420599584446424e-05
described	0,1,8.62738331464067e-05,0.00014841199168892847
description	1,1,0.0001725476662928134,0.00014841199168892847
desire	0,2,8.62738331464067e-05,0.0002226179875333927
desk	8,3,0.0007764644983176603,0.00029682398337785694
desktop	0,1,8.62738331464067e-05,0.00014841199168892847
desperate	0,1,8.62738331464067e-05,0.00014841199168892847
despite	1,0,0.0001725476662928134,7.420599584446424e-05
detail	0,2,8.62738331464067e-05,0.0002226179875333927
detailed	1,2,0.0001725476662928134,0.0002226179875333927
determine	0,1,8.62738331464067e-05,0.00014841199168892847
device	0,1,8.62738331464067e-05,0.00014841199168892847
dfelsinger	1,0,0.0001725476662928134,7.420599584446424e-05
diamond	0,1,8.62738331464067e-05,0.00014841199168892847
diane	1,0,0.0001725476662928134,7.420599584446424e-05
dictating	0,1,8.62738331464067e-05,0.00014841199168892847
different	3,2,0.0003450953325856268,0.0002226179875333927
difficult	1,3,0.0001725476662928134,0.00029682398337785694
directly	4,0,0.0004313691657320335,7.420599584446424e-05
disagreement	1,0,0.0001725476662928134,7.420599584446424e-05
disappointed	0,1,8.62738331464067e-05,0.00014841199168892847
disclosed	0,2,8.62738331464067e-05,0.0002226179875333927
discoount	0,1,8.62738331464067e-05,0.00014841199168892847
discoouunt	0,1,8.62738331464067e-05,0.00014841199168892847
discounted	0,1,8.62738331464067e-05,0.00014841199168892847
discretely	0,1,8.62738331464067e-05,0.00014841199168892847
discussion	8,0,0.0007764644983176603,7.420599584446424e-05
disparate	1,0,0.0001725476662928134,7.420599584446424e-05
distance	1,4,0.0001725476662928134,0.00037102997922232116
distort	0,1,8.62738331464067e-05,0.00014841199168892847
district	3,0,0.0003450953325856268,7.420599584446424e-05
divert	1,0,0.0001725476662928134,7.420599584446424e-05
diverted	1,0,0.0001725476662928134,7.420599584446424e-05
divided	1,0,0.0001725476662928134,7.420599584446424e-05
dmao	1,0,0.0001725476662928134,7.420599584446424e-05
doctor	0,2,8.62738331464067e-05,0.0002226179875333927
documents	0,3,8.62738331464067e-05,0.00029682398337785694
doesn	0,7,8.62738331464067e-05,0.0005936479667557139
dollars	1,2,0.0001725476662928134,0.0002226179875333927
don	8,20,0.0007764644983176603,0.001558325912733749
doubts	0,1,8.62738331464067e-05,0.00014841199168892847
dramatic	1,0,0.0001725476662928134,7.420599584446424e-05
drawn	0,1,8.62738331464067e-05,0.00014841199168892847
drugs	0,2,8.62738331464067e-05,0.0002226179875333927
duck	0,1,8.62738331464067e-05,0.00014841199168892847
due	1,6,0.0001725476662928134,0.0005194419709112497
dunns	1,0,0.0001725476662928134,7.420599584446424e-05
dutchess	0,1,8.62738331464067e-05,0.00014841199168892847
dvd	0,1,8.62738331464067e-05,0.00014841199168892847
dwr	3,0,0.0003450953325856268,7.420599584446424e-05
dynamic	2,0,0.0002588214994392201,7.420599584446424e-05
east	0,1,8.62738331464067e-05,0.00014841199168892847
ecom	0,1,8.62738331464067e-05,0.00014841199168892847
economics	1,0,0.0001725476662928134,7.420599584446424e-05
economy	0,1,8.62738331464067e-05,0.00014841199168892847
ed	1,0,0.0001725476662928134,7.420599584446424e-05
edge	1,0,0.0001725476662928134,7.420599584446424e-05
edison	4,0,0.0004313691657320335,7.420599584446424e-05
effect	1,1,0.0001725476662928134,0.00014841199168892847
effective	7,3,0.0006901906651712536,0.00029682398337785694
efs	1,0,0.0001725476662928134,7.420599584446424e-05
egep	1,0,0.0001725476662928134,7.420599584446424e-05
ego	2,0,0.0002588214994392201,7.420599584446424e-05
eincomplete	0,1,8.62738331464067e-05,0.00014841199168892847
elbow	0,1,8.62738331464067e-05,0.00014841199168892847
elderly	0,1,8.62738331464067e-05,0.00014841199168892847
elections	1,0,0.0001725476662928134,7.420599584446424e-05
electric	1,0,0.0001725476662928134,7.420599584446424e-05
electricity	1,0,0.0001725476662928134,7.420599584446424e-05
elses	0,2,8.62738331464067e-05,0.0002226179875333927
emeet	1,0,0.0001725476662928134,7.420599584446424e-05
emerged	0,1,8.62738331464067e-05,0.00014841199168892847
emerging	2,0,0.0002588214994392201,7.420599584446424e-05
emigrant	0,1,8.62738331464067e-05,0.00014841199168892847
emove	0,1,8.62738331464067e-05,0.00014841199168892847
emphasize	0,1,8.62738331464067e-05,0.00014841199168892847
employee	6,0,0.0006039168320248468,7.420599584446424e-05
employment	1,0,0.0001725476662928134,7.420599584446424e-05
enable	0,2,8.62738331464067e-05,0.0002226179875333927
encompassing	1,0,0.0001725476662928134,7.420599584446424e-05
encouraged	0,2,8.62738331464067e-05,0.0002226179875333927
endless	0,1,8.62738331464067e-05,0.00014841199168892847
ends	1,0,0.0001725476662928134,7.420599584446424e-05
eneric	0,1,8.62738331464067e-05,0.00014841199168892847
engine	0,1,8.62738331464067e-05,0.00014841199168892847
enhancing	1,0,0.0001725476662928134,7.420599584446424e-05
enjoy	0,2,8.62738331464067e-05,0.0002226179875333927
enormous	1,0,0.0001725476662928134,7.420599584446424e-05
enron	116,0,0.010094038478129584,7.420599584446424e-05
enrononline	4,0,0.0004313691657320335,7.420599584446424e-05
enterprise	0,4,8.62738331464067e-05,0.00037102997922232116
enters	0,1,8.62738331464067e-05,0.00014841199168892847
entirely	0,2,8.62738331464067e-05,0.0002226179875333927
entity	2,0,0.0002588214994392201,7.420599584446424e-05
entries	0,1,8.62738331464067e-05,0.00014841199168892847
environmental	1,0,0.0001725476662928134,7.420599584446424e-05
envy	0,1,8.62738331464067e-05,0.00014841199168892847
ernest	0,1,8.62738331464067e-05,0.00014841199168892847
errors	0,5,8.62738331464067e-05,0.0004452359750667854
esiear	0,2,8.62738331464067e-05,0.0002226179875333927
essentially	1,0,0.0001725476662928134,7.420599584446424e-05
eternal	0,1,8.62738331464067e-05,0.00014841199168892847
ethic	1,0,0.0001725476662928134,7.420599584446424e-05
etringer	2,0,0.0002588214994392201,7.420599584446424e-05
evaluate	2,0,0.0002588214994392201,7.420599584446424e-05
evaluation	1,0,0.0001725476662928134,7.420599584446424e-05
every	0,9,8.62738331464067e-05,0.0007420599584446423
everyday	0,2,8.62738331464067e-05,0.0002226179875333927
exactly	0,4,8.62738331464067e-05,0.00037102997922232116
exaggerate	0,1,8.62738331464067e-05,0.00014841199168892847
examining	0,1,8.62738331464067e-05,0.00014841199168892847
exception	1,0,0.0001725476662928134,7.420599584446424e-05
excess	0,1,8.62738331464067e-05,0.00014841199168892847
excluding	2,0,0.0002588214994392201,7.420599584446424e-05
exclusive	0,1,8.62738331464067e-05,0.00014841199168892847
executed	1,0,0.0001725476662928134,7.420599584446424e-05
executing	2,0,0.0002588214994392201,7.420599584446424e-05
executive	4,0,0.0004313691657320335,7.420599584446424e-05
exhibits	0,2,8.62738331464067e-05,0.0002226179875333927
expanse	0,1,8.62738331464067e-05,0.00014841199168892847
experiment	0,1,8.62738331464067e-05,0.00014841199168892847
expired	1,0,0.0001725476662928134,7.420599584446424e-05
explain	0,2,8.62738331464067e-05,0.0002226179875333927
explained	0,1,8.62738331464067e-05,0.00014841199168892847
explaining	0,2,8.62738331464067e-05,0.0002226179875333927
exploring	2,0,0.0002588214994392201,7.420599584446424e-05
exposure	0,2,8.62738331464067e-05,0.0002226179875333927
extend	0,1,8.62738331464067e-05,0.00014841199168892847
extended	1,2,0.0001725476662928134,0.0002226179875333927
